crash_id,place_id
20244051,68
20241070,117
20244079,252
20243051,81
20242237,197
20243148,253
20242157,244
20244022,254
20241142,69
20241124,237
20241010,32
20241252,163
20243155,199
20243163,255
20243269,256
20243056,257
20243049,257
20243103,93
20242233,258
20243014,259
20241198,20
20242249,177
20243154,63
20241100,45
20241074,106
20243263,259
20242016,260
20244017,254
20244009,261
20242085,210
20244012,34
20243205,28
20241035,47
20241161,47
20241062,214
20243119,128
20241155,45
20243152,262
20243053,84
20241039,194
20242154,263
20243215,242
20243026,84
20241050,264
20243271,113
20241133,163
20248008,85
20244037,137
20242143,222
20241273,45
20242067,189
20242214,265
20243238,266
20242011,238
20241180,54
20241059,67
20241021,64
20242254,258
20243256,14
20241245,267
20243126,259
20244082,50
20241108,88
20242137,174
20241005,268
20241051,269
20243128,25
20242109,270
20241116,271
20243226,79
20242092,272
20242125,246
20244077,183
20242049,189
20243265,108
20243122,33
20243151,273
20241283,83
20242262,274
20242100,275
20242211,101
20241168,20
20241162,163
20241073,15
20243097,104
20242182,230
20243123,128
20242044,235
20241120,21
20242266,86
20241048,64
20243023,123
20243137,7
20241200,236
20242151,144
20242223,276
20241259,277
20241264,15
20243086,123
20242215,230
20246012,233
20244068,250
20241296,20
20241006,278
20241258,279
20241290,280
20241056,281
20242014,72
20241251,45
20243076,282
20243162,18
20242027,209
20243029,93
20242179,86
20244080,283
20242241,148
20244047,284
20241041,178
20241165,285
20242077,197
20242078,189
20242017,70
20243223,14
20241271,16
20242217,144
20242245,166
20241170,286
20242199,75
20241177,19
20246015,287
20242165,166
20241011,201
20243260,242
20241083,288
20246006,89
20244058,137
20243218,130
20241089,289
20243146,282
20241295,290
20243264,78
20241136,43
20241281,267
20241076,291
20244073,243
20242094,292
20241058,293
20241019,95
20241275,232
20243222,84
20241065,294
20243094,242
20243145,184
20241305,295
20242146,101
20241231,41
20241145,45
20241228,296
20243030,146
20243034,282
20242058,258
20241085,165
20243091,7
20243184,78
20242104,265
20248004,297
20242101,298
20243195,299
20243055,242
20241212,206
20241241,289
20243071,116
20241171,208
20243193,81
20244011,34
20242225,217
20242160,300
20241183,41
20241025,17
20241079,301
20246010,233
20242235,263
20242113,265
20242025,71
20241148,47
20241262,98
20241172,98
20242192,302
20241014,149
20242191,246
20243189,186
20244033,34
20241206,303
20243069,195
20243188,84
20241130,67
20241178,201
20248011,85
20241043,304
20244054,305
20243032,151
20244015,23
20243112,113
20243253,28
20246028,306
20242244,217
20244006,82
20241154,267
20241146,307
20242009,308
20241217,65
20242030,302
20243025,309
20242168,124
20246021,310
20241238,280
20241158,237
20243228,93
20242210,311
20242253,298
20242256,230
20241289,312
20243045,33
20242028,124
20243054,84
20241187,16
20246007,29
20241126,313
20244049,157
20242021,314
20242045,187
20243101,78
20242206,234
20242117,166
20241226,91
20242079,315
20241156,117
20243093,5
20243125,242
20243134,84
20242239,156
20241232,316
20241061,317
20244056,254
20242039,318
20241182,77
20241044,232
20242131,225
20244031,13
20242059,144
20242033,272
20241207,112
20243033,33
20242159,185
20243177,56
20243241,242
20243132,242
20243159,28
20242072,221
20243028,319
20243105,320
20242258,321
20241007,24
20241227,289
20243130,5
20242065,144
20243259,84
20244052,322
20242247,323
20241093,30
20241276,115
20242208,225
20241157,94
20244065,324
20242054,192
20242221,156
20242197,110
20241075,325
20241279,64
20243095,242
20243272,299
20243027,93
20248001,85
20242228,167
20242105,70
20241069,53
20244074,326
20244008,183
20243100,79
20241122,159
20244064,243
20243138,33
20241141,103
20241244,15
20242236,292
20242195,171
20242010,246
20242205,148
20244002,13
20242041,221
20242084,246
20243230,327
20241114,178
20243068,78
20243099,104
20242145,302
20243062,133
20244048,164
20241112,194
20243047,28
20242198,328
20243202,329
20244029,330
20241185,57
20242153,270
20243257,186
20243149,331
20242202,73
20243245,332
20244004,333
20241123,117
20242222,334
20242248,176
20241213,30
20242220,272
20242047,192
20243270,26
20241121,335
20243016,78
20241038,42
20243200,108
20243039,273
20242246,272
20242063,70
20243180,262
20241297,208
20243059,61
20242242,217
20242091,336
20243077,337
20244038,139
20243136,242
20243211,25
20241270,338
20241225,294
20241084,65
20243050,59
20243216,28
20242190,246
20243115,130
20242116,185
20241129,303
20244076,23
20243141,61
20241095,36
20242082,153
20241090,307
20241113,42
20243258,51
20244053,139
20241064,39
20243175,339
20243183,125
20241049,94
20241242,340
20241144,140
20243262,61
20241001,303
20242231,155
20241018,20
20241105,88
20241282,280
20243204,341
20243224,93
20243179,96
20241192,53
20241026,103
20241067,94
20242001,177
20243013,327
20241191,312
20242031,150
20241117,342
20246020,343
20241012,77
20242263,344
20242038,302
20246005,8
20244030,345
20242061,124
20244036,50
20242134,223
20243060,113
20242002,225
20243057,51
20243166,179
20242203,346
20243196,347
20241214,35
20242083,346
20241272,64
20241104,307
20243182,93
20242180,187
20242126,187
20241023,285
20243065,108
20243083,37
20244070,134
20243048,44
20241280,163
20242118,270
20241193,163
20242150,109
20241239,142
20242111,181
20243255,348
20241033,129
20241288,349
20243012,84
20241164,350
20243250,128
20242076,258
20241099,147
20243052,25
20241015,325
20243219,131
20241184,15
20241284,237
20242218,247
20241008,40
20244075,68
20242147,222
20248010,85
20234108,68
20234099,134
20233145,351
20236026,224
20233259,22
20236028,352
20231088,114
20231189,87
20232156,144
20233100,186
20231103,53
20232192,353
20233056,113
20231091,354
20232211,344
20231104,175
20231155,47
20232098,215
20232128,263
20233085,143
20234027,330
20232061,101
20234033,50
20232044,215
20232250,192
20233231,93
20231020,202
20231115,355
20231038,1
20231108,356
20231281,237
20233078,44
20231261,55
20233258,128
20236009,357
20232237,204
20232188,197
20233165,84
20231098,358
20234029,359
20231102,267
20231198,360
20231129,94
20231231,361
20233120,56
20232196,362
20234053,254
20232240,246
20231095,40
20232119,75
20232243,311
20234042,27
20232067,189
20234079,164
20231023,64
20233221,7
20233081,97
20231076,363
20232045,187
20236006,364
20234061,10
20232201,144
20236025,365
20233189,253
20233111,273
20232097,205
20233036,108
20231250,208
20233228,97
20234084,366
20232009,367
20231145,368
20231056,92
20232115,155
20233012,116
20232018,369
20233200,242
20233110,132
20233154,59
20231223,232
20234067,182
20231182,335
20238004,85
20231173,48
20233155,255
20233161,370
20234020,371
20231052,372
20231296,24
20231143,45
20234021,68
20231302,19
20231285,373
20231178,374
20234031,183
20237013,231
20233136,273
20233051,195
20231229,53
20233176,125
20234068,375
20231044,53
20231190,376
20236012,377
20233205,195
20233074,146
20233050,78
20231045,39
20231205,65
20234025,378
20231119,24
20231272,20
20233139,146
20233043,128
20231256,379
20234018,82
20231278,62
20233008,256
20234063,137
20233069,33
20234017,134
20231029,342
20231111,168
20234034,333
20231160,112
20233224,380
20231139,267
20231303,53
20231283,381
20231141,47
20231206,381
20233017,125
20231175,201
20233073,84
20233114,331
20231064,175
20233032,33
20233063,380
20231271,43
20234094,82
20231152,382
20231068,354
20233020,383
20233134,25
20233198,38
20231252,103
20231227,206
20231292,112
20232065,102
20232171,246
20232063,166
20232074,80
20231288,374
20232170,384
20231133,77
20231249,106
20231171,12
20233196,93
20233245,195
20231025,135
20231244,19
20232118,144
20231128,40
20232048,308
20236004,161
20232204,197
20231251,103
20231263,117
20231078,194
20233251,97
20234077,385
20236003,386
20233246,143
20232248,156
20237008,245
20232026,298
20233170,97
20233210,59
20233076,25
20233131,84
20233133,332
20232124,181
20232136,86
20233183,195
20232022,265
20231168,147
20232217,144
20236016,224
20231220,387
20233195,128
20231301,303
20233167,59
20233021,28
20231106,175
20231149,47
20231226,77
20236022,357
20232084,270
20232172,230
20237023,245
20232154,346
20234026,388
20232103,176
20232163,308
20231163,389
20231262,88
20231059,288
20236011,390
20234095,6
20232205,215
20234059,250
20234066,137
20232223,192
20231010,194
20231274,12
20231188,142
20231062,342
20233191,33
20234087,183
20232150,86
20233144,33
20233208,128
20233212,116
20234032,82
20232125,144
20231234,64
20233121,259
20232081,80
20233098,126
20233070,26
20233040,61
20236027,391
20232239,225
20231245,289
20231097,289
20232152,181
20231022,175
20231117,53
20231164,317
20231019,142
20233175,392
20233015,46
20231043,17
20234057,243
20234105,250
20233214,331
20234035,216
20231067,354
20231085,393
20231026,95
20233263,370
20237021,394
20231214,285
20232181,217
20231086,395
20232076,241
20233053,104
20233250,128
20233118,396
20231011,214
20232135,249
20233035,25
20237006,397
20233058,33
20233264,61
20232005,205
20234005,137
20231012,398
20231158,208
20231248,399
20234006,400
20233204,33
20233027,97
20232146,166
20233162,84
20232182,308
20232042,401
20231165,40
20233143,125
20231297,208
20232023,176
20233153,7
20232094,298
20231074,280
20233059,116
20233014,108
20232051,185
20231195,279
20231005,20
20232252,205
20234109,34
20231136,62
20234052,68
20234056,322
20232033,402
20232116,155
20232189,101
20233169,337
20232245,230
20231255,47
20231057,403
20233229,262
20231238,203
20234062,137
20234048,211
20232214,177
20231150,404
20233093,18
20231109,373
20233247,111
20232224,192
20232069,166
20232004,311
20233066,18
20231101,20
20232190,148
20233001,242
20232025,215
20231289,405
20233045,351
20231036,77
20233223,44
20231264,114
20233249,273
20232256,230
20231035,406
20231159,20
20232215,181
20232031,300
20231242,279
20231046,74
20231087,115
20236007,357
20231070,267
20231201,237
20233234,351
20233209,186
20233094,116
20231200,31
20232257,141
20231146,407
20231028,408
20233029,84
20233254,59
20233241,409
20231089,206
20233180,331
20233193,130
20232225,174
20231027,115
20231180,88
20231156,267
20231092,142
20231162,57
20236017,390
20233117,410
20233119,299
20233123,7
20234036,13
20232153,230
20233152,63
20232138,209
20234011,283
20233105,113
20232258,124
20233232,184
20231204,294
20234071,400
20231259,373
20232210,221
20233181,186
20232087,155
20237005,231
20232131,411
20233135,63
20231153,412
20236005,365
20232068,241
20232007,274
20233102,259
20233005,195
20231291,40
20234038,105
20232057,192
20233252,347
20233213,26
20232143,222
20234012,134
20231207,279
20233013,179
20231221,64
20233211,84
20231210,368
20233108,84
20231090,294
20232127,189
20232017,166
20233016,44
20233004,256
20231053,237
20234010,413
20233163,126
20233237,108
20233097,414
20231007,163
20231135,295
20233222,79
20234082,366
20233095,33
20231034,45
20232186,415
20237001,231
20231008,269
20233006,125
20231040,45
20231075,373
20233140,33
20233185,262
20232034,166
20232133,246
20232173,416
20234080,261
20234106,250
20233019,143
20232232,219
20233038,370
20232199,101
20232231,234
20231071,87
20231113,417
20232157,156
20234091,137
20233201,248
20231042,264
20231225,170
20231147,20
20234004,216
20238003,85
20231073,165
20234015,418
20231280,91
20231047,40
20231083,419
20232247,124
20232145,241
20233109,84
20234045,250
20232222,124
20231294,236
20231039,296
20231127,194
20231184,354
20232216,215
20233087,108
20233022,331
20232020,318
20236014,386
20232006,311
20233142,158
20231268,376
20231183,405
20231258,232
20232147,144
20234016,345
20233132,5
20233018,63
20233206,96
20232050,150
20231100,288
20234085,162
20231037,269
20231218,373
20233233,7
20233238,116
20232218,144
20231177,419
20233002,420
20232202,73
20231051,112
20231126,67
20233160,51
20233103,184
20232187,217
20232255,71
20231009,307
20233146,28
20232126,292
20231018,421
20233262,128
20231021,12
20232242,353
20233128,63
20232107,192
20234001,157
20237009,422
20236019,357
20231300,374
20232086,247
20233024,195
20232002,217
20231138,69
20233125,81
20232251,86
20233067,143
20233190,37
20233240,348
20233030,414
20232030,60
20233166,128
20232056,210
20233044,93
20231211,32
20232121,247
20231187,45
20236031,8
20232114,423
20233088,128
20237012,424
20233150,97
20231033,147
20231082,307
20231167,286
20233126,96
20231174,95
20231286,87
20232166,189
20231170,98
20231193,83
20233039,108
20231185,425
20233075,259
20232235,401
20236029,365
20231253,54
20233089,116
20231157,129
20232108,270
20231194,313
20233090,79
20233104,37
20236034,8
20231118,426
20234107,162
20232158,192
20233079,262
20232079,192
20231219,43
20231140,175
20231080,163
20231116,201
20234013,162
20233007,44
20232038,311
20231079,373
20231151,237
20232035,144
20231243,165
20233065,116
20233203,44
20233148,133
20234089,284
20233172,116
20231260,31
20233256,28
20234102,34
20231236,19
20233186,97
20231228,406
20232209,181
20234044,305
20233072,255
20231122,1
20233179,327
20233192,14
20232052,197
20234078,164
20232260,302
20233112,125
20233083,259
20233197,143
20232080,155
20231084,149
20233199,51
20234022,427
20233113,428
20231273,426
20236032,200
20233137,33
20232085,75
20231266,69
20233151,128
20233116,130
20231295,307
20233127,84
20231024,429
20231279,165
20233011,28
20234086,430
20234058,431
20231061,404
20231016,407
20236010,432
20233130,131
20236024,200
20234055,152
20233173,33
20233071,59
20231241,356
20233054,93
20231048,433
20232180,144
20231284,24
20231222,24
20233235,331
20233243,282
20232102,210
20233062,59
20233242,242
20234051,434
20233034,44
20231247,237
20231072,237
20231125,147
20231032,65
20236008,435
20231293,436
20231065,114
20234002,68
20231063,147
20233226,108
20234088,333
20233106,108
20231191,95
20233215,195
20231137,379
20232208,244
20231176,100
20231217,376
20232207,72
20231298,437
20232043,197
20232238,192
20233026,195
20237007,438
20231142,54
20231290,178
20231154,54
20231002,1
20231015,83
20233033,14
20234101,250
20233046,61
20236018,306
20231004,15
20231066,142
20232129,292
20232228,402
20233107,81
20233141,33
20234070,68
20231124,20
20233009,84
20233091,116
20231081,267
20231131,91
20233086,59
20232032,241
20231203,342
20231148,20
20233248,28
20231050,40
20232159,86
20232029,101
20233230,61
20234104,261
20231192,20
20234098,68
20231132,439
20233042,28
20231224,40
20231003,440
20233064,63
20231254,24
20233060,128
20233061,130
20233115,28
20233260,259
20233227,146
20231230,295
20236020,29
20234019,164
20234096,211
20231232,88
20234064,254
20232117,225
20231054,147
20233049,441
20234093,23
20231287,289
20231299,202
20233244,84
20231179,58
20231267,271
20231265,40
20233084,96
20231269,115
20233025,123
20234037,430
20234030,68
20231144,419
20233207,28
20234060,250
20233099,14
20232014,270
20231216,376
20234069,164
20231172,208
20233177,81
20232064,241
20231120,280
20231030,442
20233257,96
20233057,396
20233178,28
20231233,163
20234008,400
20232175,75
20232197,292
20231186,376
20232212,166
20231235,285
20233219,14
20232151,318
20233010,7
20231058,429
20236015,443
20232070,192
20234054,183
20237002,397
20232206,215
20234090,134
20231049,280
20232220,185
20231134,35
20234041,375
20233217,116
20231239,47
20231202,237
20234009,13
20233194,97
20233187,81
20231105,159
20232134,124
20231077,387
20231031,95
20234065,250
20232091,189
20236023,357
20234024,254
20232010,444
20233077,84
20231094,147
20231055,202
20231270,45
20231246,214
20231275,42
20237020,422
20234100,183
20234073,445
20233220,131
20236002,213
20231110,446
20233028,242
20234074,13
20233168,337
20234047,447
20233171,44
20233055,116
20232109,86
20234049,211
20231114,36
20231093,106
20234050,448
20231130,12
20233261,131
20233218,79
20231257,95
20233159,96
20231112,203
20233096,146
20231121,43
20232011,197
20231237,399
20231096,142
20233202,143
20231017,87
20232229,150
20233216,33
20231169,449
20231181,294
20231215,450
20231199,36
20236030,451
20234092,452
20231212,289
20234040,261
20231208,135
20231069,77
20232149,453
20233082,123
20232140,177
20232167,60
20232075,411
20234028,322
20231276,301
20234072,454
20234075,322
20232053,402
20233037,33
20233048,327
20234014,50
20232055,308
20232148,315
20232060,334
20232162,244
20232100,148
20232233,166
20236033,89
20232105,244
20232013,235
20233225,97
20232221,153
20233147,25
20234076,137
20232176,86
20231006,39
20233023,5
20233182,33
20232132,246
20232160,101
20232036,221
20233041,84
20232179,362
20232041,311
20232253,455
20233080,320
20231197,47
20233124,146
20233236,59
20231213,303
20234081,400
20231041,45
20233101,97
20232155,225
20231282,372
20234103,229
20234097,447
20232003,235
20231196,55
20232078,456
20233149,97
20232164,127
20231001,16
20231060,65
20233188,299
20233129,441
20232161,144
20233003,396
20231166,1
20232234,318
20236001,377
20231277,457
20234039,458
20233047,128
20234043,139
20231014,65
20233031,131
20233164,28
20234003,459
20237004,460
20234023,458
20232039,461
20232092,462
20233239,84
20233158,37
20232008,127
20232139,302
20231013,291
20231123,54
20232019,247
20236021,357
20238002,85
20232122,197
20232111,209
20234007,463
20231240,67
20231099,87
20231161,288
20232259,181
20233174,259
20232101,230
20232120,86
20236013,233
20233253,242
20231209,64
20231107,40
20234083,431
20234046,250
20233092,59
20232082,234
20232177,166
20233255,255
20232142,367
20221099,92
20221136,11
20221056,20
20221035,194
20221187,429
20221203,47
20223053,84
20221170,95
20221220,429
20221184,194
20224015,50
20221079,203
20221252,147
20224050,152
20223141,370
20223045,26
20221135,464
20223271,273
20223108,151
20221109,16
20223173,59
20223123,44
20226027,465
20223253,128
20223174,128
20224019,183
20223023,146
20227028,460
20221166,114
20223107,199
20223239,14
20223148,14
20221143,88
20221248,193
20221194,285
20223046,123
20223093,104
20221112,83
20223058,28
20221012,466
20221015,467
20223201,128
20221202,45
20221061,1
20224062,6
20221047,251
20221009,15
20223090,61
20221150,147
20223163,113
20223199,61
20221082,147
20223181,84
20224055,183
20223206,33
20224032,68
20222052,80
20221262,47
20222106,144
20226038,468
20223272,84
20222098,344
20224002,250
20221087,280
20222108,209
20223062,7
20224013,229
20222182,210
20223051,51
20221233,208
20221105,41
20226040,169
20221078,47
20223219,331
20222012,209
20223091,56
20222013,144
20222016,222
20223074,257
20223071,84
20221013,17
20221086,149
20223099,61
20223158,469
20221189,30
20223078,370
20226034,224
20221103,4
20222004,225
20224054,134
20223150,319
20221181,20
20221215,271
20223113,61
20223018,128
20223223,179
20221040,268
20222023,308
20221042,280
20223010,59
20223012,7
20222220,470
20221031,471
20222015,192
20223028,84
20222196,217
20221081,47
20221188,280
20221173,201
20221131,41
20222159,416
20223052,33
20223138,116
20222031,144
20223064,370
20222121,197
20227002,472
20223198,158
20223101,473
20221110,178
20222177,222
20221116,65
20226041,233
20221161,474
20224037,475
20222036,321
20221011,408
20223065,259
20221205,112
20224025,82
20223029,116
20223220,299
20222051,197
20221074,381
20223131,28
20222157,230
20226044,468
20227017,438
20223248,146
20223044,84
20227040,245
20222163,416
20222217,185
20223024,128
20221175,2
20222207,209
20224012,68
20221052,419
20222178,75
20221191,40
20221051,12
20223050,242
20221234,16
20222068,401
20226023,365
20221002,17
20222126,217
20222102,171
20221176,45
20226011,468
20221037,163
20222139,209
20228002,85
20222211,263
20221077,203
20223059,26
20223129,195
20228009,85
20223252,351
20224044,324
20222032,401
20223146,242
20221102,440
20228007,85
20221245,100
20221240,294
20223055,28
20223258,26
20223164,93
20221199,65
20221016,147
20222205,302
20222103,181
20223152,133
20224065,284
20221080,15
20221008,202
20222142,230
20222019,189
20223246,476
20223135,347
20222180,260
20221017,170
20223166,320
20222111,153
20222135,461
20221152,45
20223162,84
20221225,35
20226005,8
20223208,61
20221230,65
20226007,3
20223005,33
20223003,414
20221132,77
20221094,19
20222021,477
20223209,38
20221195,16
20221026,65
20221192,293
20222073,270
20221163,16
20223016,28
20222204,192
20224007,378
20223249,38
20226006,220
20221126,64
20221107,232
20223226,158
20223002,414
20222191,311
20221097,373
20223214,22
20222040,478
20223075,273
20223073,25
20221210,303
20222037,223
20224061,27
20222184,215
20223139,84
20221180,77
20224041,250
20222190,150
20222101,230
20227025,245
20221067,53
20223034,255
20222006,411
20221190,129
20222104,110
20221106,138
20223068,28
20221250,313
20221141,395
20226026,29
20221162,40
20222120,73
20223217,78
20222014,174
20222109,455
20222166,167
20222131,144
20223154,158
20222225,155
20221174,404
20224036,6
20223031,479
20223221,61
20221140,94
20222169,480
20221237,175
20221060,178
20222090,384
20222176,144
20222214,189
20221243,106
20222208,225
20223118,108
20222172,215
20221127,202
20222183,187
20223153,104
20221244,481
20221133,482
20224026,68
20222199,209
20224038,139
20224051,68
20223228,38
20221025,106
20223025,97
20223147,108
20223039,93
20222192,75
20222215,241
20223061,113
20223170,63
20221054,483
20221096,54
20221235,280
20222047,148
20221010,368
20222195,462
20223117,128
20222233,153
20223121,158
20222119,197
20228003,85
20227018,472
20221217,54
20221089,39
20226042,357
20223042,56
20227038,484
20223114,97
20224053,445
20222231,73
20223264,59
20226016,200
20222164,187
20221118,20
20223086,123
20224043,485
20223265,118
20223180,25
20221168,429
20223100,97
20221239,417
20221092,193
20223202,108
20222005,148
20224008,378
20223241,5
20227009,226
20222071,486
20227031,472
20223097,66
20224056,120
20221232,92
20222224,153
20224057,68
20221256,64
20223238,195
20222003,249
20227037,487
20227012,394
20223256,414
20222140,205
20221055,488
20222152,270
20221098,19
20223076,195
20222044,276
20222216,75
20223171,116
20223015,489
20223191,186
20223115,186
20223004,96
20222232,166
20223218,329
20222197,215
20221255,103
20222029,144
20223125,259
20223222,104
20223203,131
20223111,44
20221212,267
20224066,345
20222223,225
20226015,357
20223008,441
20222181,314
20227001,472
20224058,463
20222028,223
20222010,144
20227023,422
20222151,189
20221249,54
20224033,157
20223098,143
20223188,28
20222105,148
20221149,20
20222024,384
20221197,20
20224060,447
20223186,18
20222154,209
20221073,203
20226019,490
20222236,166
20221153,268
20222089,75
20222067,176
20223102,61
20223032,59
20223037,151
20223177,255
20221071,57
20223143,51
20227016,460
20221151,57
20223234,14
20222221,189
20222133,215
20221006,251
20223038,128
20223095,78
20223254,14
20226004,200
20223085,491
20222008,181
20224040,345
20222143,444
20222123,411
20222132,302
20223120,116
20223103,33
20221129,163
20222064,197
20222054,492
20221120,493
20222011,260
20221213,55
20226003,357
20223157,146
20222033,302
20221070,16
20223082,28
20223105,28
20222091,75
20221122,303
20221219,494
20227022,245
20222141,223
20222187,72
20226030,9
20223247,259
20223259,108
20223204,97
20221053,15
20222124,246
20227021,438
20223178,420
20223026,51
20222112,174
20224067,68
20223080,495
20227013,245
20221209,496
20221123,21
20221043,175
20222156,215
20221258,251
20223013,66
20228008,85
20222209,192
20222059,384
20224068,378
20224024,68
20221257,303
20221058,95
20223049,84
20227029,424
20222149,346
20222094,124
20222035,209
20222226,75
20223172,259
20222128,270
20222218,247
20222060,72
20223011,81
20223014,93
20221177,497
20221004,114
20223033,37
20221059,69
20223216,116
20224020,345
20222001,209
20222018,215
20223193,331
20222077,230
20223156,46
20221039,202
20221003,98
20223262,113
20226037,365
20227014,245
20224035,34
20222229,209
20223063,28
20221030,498
20222092,148
20223212,84
20221085,36
20223179,97
20223242,195
20223136,93
20227039,438
20222115,499
20221091,47
20226043,310
20223087,125
20223048,414
20223155,184
20228013,85
20223057,33
20226002,357
20223119,108
20222158,318
20222043,217
20221171,55
20226021,365
20221155,67
20222055,217
20223096,116
20223270,28
20221028,500
